place_name,description,formatted_address,rating,user_ratings_total,types,geometry_lat,geometry_lng,google_map_url
山ぼうし茶房,"🌟山ぼうし茶房の魅力🌟  
静岡県磐田市にある「山ぼうし茶房」は、和の美しさとモダンな雰囲気が融合した隠れ家カフェ。店内から眺める坪庭や中庭は、心を癒す絶景スポットです。期間限定スイーツやこだわりのコーヒーが楽しめ、特に「あんバターのスコーン」は絶品！座敷や掘りごたつもあり、子供連れやグループでの利用にもぴったり。電子マネー対応で気軽に立ち寄れるのも嬉しいポイント。静かに過ごしたい大人や観光客におすすめの一軒です。  

こんな人におすすめ：  
・和の雰囲気が好き  
・庭を眺めながらゆったりしたい  
・期間限定スイーツを楽しみたい",日本、〒438-0088 静岡県磐田市富士見台１７−１,4.2,75.0,"cafe, store, food, point_of_interest, establishment",34.7279263,137.8696694,https://www.google.com/maps/place/?q=place_id:ChIJlWmX_k7kGmARig6N4vHLQcQ
KANAEBA,静岡県磐田市にあるオシャレ古民家カフェ「KANAEBA」は、自然な雰囲気とヘルシーなメニューが魅力✨3種類選べるワンプレートや絶品スイーツセットが人気で、女子ウケ抜群！お子様連れにも優しく、ベビーカーOKや離乳食持ち込みOKなど安心の設備。店内には手作りアクセサリーや雑貨もあり、観光客にも嬉しい発見がいっぱいです。ランチ・ディナー共に予約がおすすめ。ほっこりした時間を過ごしたい方はぜひ訪れてみてください！,日本、〒438-0026 静岡県磐田市西貝塚３０４０−１,4.0,27.0,"restaurant, food, point_of_interest, establishment",34.7191457,137.8748103,https://www.google.com/maps/place/?q=place_id:ChIJlbNs_3flGmARD7EbFUMvHzE
トーストカフェGuug.,磐田市の隠れた名店「トーストカフェGuug.」は、ふわふわ食感が自慢の無添加食パンを使ったトーストやサンドイッチが絶品！✨ベーコン卵やだし巻き卵のサンドイッチは具材たっぷりで大満足。アンティーク調の店内で、素材にこだわったおいしさを堪能できます。早めのランチタイムがおすすめ！若者から家族連れまで、誰もが笑顔になれるカフェです。観光の休憩に、ぜひ立ち寄ってみてください♪,日本、〒438-0083 静岡県磐田市富士見町４丁目９−３,3.5,19.0,"cafe, store, food, point_of_interest, establishment",34.7369927,137.8667574,https://www.google.com/maps/place/?q=place_id:ChIJlxPmMNHlGmARUwMFDnmbEfk
しっぺいベンチ,"磐田市観光案内：しっぺいベンチ🐾

魅力ポイント✨  
・磐田市の人気ゆるキャラ「しっぺい」が石像のベンチになったインスタ映えスポット！  
・白御影石と黒御影石で作られた高級感あるデザイン  
・思わず写真を撮りたくなる可愛らしさ  

こんな人におすすめ：  
・磐田市のゆるキャラが好きな方  
・旅の記念にユニークな写真を撮りたい方  
・見付天神から少し足を伸ばして散策したい方  

大池の南淵で、しっぺいの魅力を間近に感じてみてください！",日本、〒438-0074 静岡県磐田市二之宮,5.0,4.0,"park, point_of_interest, establishment",34.6993297,137.857281,https://www.google.com/maps/place/?q=place_id:ChIJm7SboSflGmARhBFVxiU3giM
クローバー,磐田市の隠れ家カフェ「クローバー」は、アンティーク調の店内と手入れの行き届いた庭が魅力。四ツ葉のクローバー探しで心もほっこり。季節限定のパスタや手作りケーキは絶品で、コーヒーやハーブティーとの相性抜群！目でも舌でも楽しめる落ち着いた空間で、友達とのおしゃべりやリラックスタイムにぴったり。庭の花が彩る春夏は特におすすめです。営業日は木～日限定なので、事前確認を忘れずに！,日本、〒438-0045 静岡県磐田市上岡田２７５−１,4.5,21.0,"cafe, store, food, point_of_interest, establishment",34.6974125,137.8473193,https://www.google.com/maps/place/?q=place_id:ChIJmRbxo97lGmARZ7j8tkRj4ds
磯松,"魅力ポイント✨  
・地元で愛される新鮮で美味しいお寿司  
・豪華なランチセットやコース料理が充実  
・結納や顔合わせにも使える和室が完備  

こんな人におすすめ：  
・本格的なお寿司が楽しみたい  
・家族や友人とゆっくり過ごしたい  
・特別なひとときを静かで落ち着いた空間で楽しみたい  

磐田市にある「磯松」は、新鮮なネタを丁寧に仕上げたお寿司が自慢の和食処。ランチセットにはスイーツやドリンクも付き、満足度たっぷり！地元の人にも愛されるアットホームな雰囲気で、特別な日の食事にもぴったりです。ぜひ訪れてみてください！",日本、〒438-0083 静岡県磐田市富士見町１丁目２７−１,4.2,37.0,"restaurant, food, point_of_interest, establishment",34.7299265,137.8672481,https://www.google.com/maps/place/?q=place_id:ChIJmW-KBkbkGmARiCqHs5mhQvA
磐田市竜洋昆虫自然観察公園,"✨磐田市竜洋昆虫自然観察公園の魅力✨  
・世界のカブトムシやクワガタなど珍しい昆虫を生体で間近に観察できる！  
・2階には本格的な昆虫標本展示があり、学びと楽しさを両立♪  
・外の広場には大型遊具やビオトープがあり、昆虫探しや自然観察も満喫！  
・大人330円というリーズナブルな入館料でコスパも抜群✨  

🌟こんな人におすすめ🌟  
・昆虫や生き物が好きな方  
・子供と一緒に自然を楽しみたいファミリー  
・静岡観光でユニークなスポットを探している方  

じっくり楽しむなら2～3時間が目安！自然の中で特別な体験をしてみませんか？",日本、〒438-0214 静岡県磐田市大中瀬３２０−１,4.3,617.0,"park, tourist_attraction, point_of_interest, establishment",34.668899,137.8396292,https://www.google.com/maps/place/?q=place_id:ChIJmaK-oqvoGmARGhXsYf_n3hY
ニュー水無月,"魅力ポイント✨  
・昭和レトロな雰囲気の和風空間  
・刺身や極厚とんかつなど、ボリューム満点の定食が人気  
・茶碗蒸しや蟹汁など、手間ひまかけた味わいが楽しめる  

こんな人におすすめ：  
・地元の新鮮な海の幸を堪能したい  
・昔ながらの温かいサービスに癒されたい  

留意点：  
・人気店なので刺身が売り切れの場合も。早めの来店がおすすめ！  

長く愛される「ニュー水無月」は、懐かしさを感じられる磐田市の名店。ボリューム満点の定食を囲みながら、心温まる時間を過ごしてみませんか？",日本、〒438-0832 静岡県磐田市森岡１２７−２,4.0,245.0,"restaurant, food, point_of_interest, establishment",34.7285157,137.8234861,https://www.google.com/maps/place/?q=place_id:ChIJn7KID7jmGmARy6T6N83LR80
海鮮旬菜 肴家,"魅力ポイント✨  
・新鮮な海鮮と丁寧な味付けが自慢のランチメニュー  
・茶碗蒸しやデザートまで付いた満足度の高い定食  
・掘りごたつや座敷個室でゆったりくつろげる店内  

こんな人におすすめ：  
・新鮮な魚料理をリーズナブルに楽しみたい  
・家族や友人とゆっくり食事をしたい  
・地元の温かい雰囲気を感じたい  

静岡県磐田市にある「海鮮旬菜 肴家」は、観光やランチにぴったりの和食処。定食は美味しさと品数の多さで大満足！茶碗蒸しや柚子シャーベットのデザートまで付いて、心地よい接客と清潔な店内でゆったり過ごせます。",日本、〒438-0067 静岡県磐田市草崎５９６,4.4,120.0,"restaurant, food, point_of_interest, establishment",34.6833349,137.8238992,https://www.google.com/maps/place/?q=place_id:ChIJnQHhSBXmGmAREWouVzIJn2U
ひょうたん池,"### 魅力ポイント✨  
・名前の通り「ひょうたん型」のユニークな池！  
・毎日プール1杯分以上の湧水が注がれる清らかな水辺  
・テナガエビやカエル、カニなど生物が豊富で自然観察に最適  
・春には桜が咲き、ピクニックや散歩にもぴったり  

### こんな人におすすめ：
・のどかな自然の中でリフレッシュしたい方  
・子どもと一緒に生き物観察を楽しみたい家族連れ  
・写真映えする静かなスポットを探している観光客  

※駐車場は限られているので、混雑時はご注意ください！",日本、〒438-0026 静岡県磐田市西貝塚,3.9,93.0,"park, tourist_attraction, point_of_interest, establishment",34.71725929999999,137.8711855,https://www.google.com/maps/place/?q=place_id:ChIJnTe69LHlGmARYfuN1s7ONO0
歩,"魅力ポイント✨  
・昭和レトロな雰囲気が懐かしくて心地よい  
・炊きたてご飯や焼きそばなど、どれも美味しくてリーズナブル  
・温かいお茶や冷たいお茶がティーポットでたっぷりサービス  

こんな人におすすめ：  
・ゆっくりとした時間を過ごしたい  
・手作りの懐かしい味が好き  
・優しいおもてなしを感じたい  

静岡県磐田市で出会える昭和レトロな喫茶店。女将さんの温かい対応にほっこりしながら、手作りの美味しい定食や軽食を楽しめます。リーズナブルな価格も嬉しいポイント！時間がゆっくり流れる憩いの空間で、のんびりしたひとときをどうぞ。",日本、〒438-0016 静岡県磐田市岩井２３８３−１,4.5,13.0,"cafe, food, point_of_interest, establishment",34.7406154,137.8771368,https://www.google.com/maps/place/?q=place_id:ChIJnUXD1F3kGmARiFaVsmrA998
サントス,"魅力ポイント✨  
・自然を感じる癒しの空間  
・季節のシフォンケーキや純ココアが楽しめるこだわりのメニュー  
・色が変わる「バタフライピースカッシュ」など、遊び心のあるドリンク  

こんな人におすすめ：  
・静かで落ち着いたカフェタイムを過ごしたい方  
・自然の風景やレトロな雰囲気が好きな方  
・本格的なコーヒーやユニークなドリンクを味わいたい方  

サントスは磐田市の隠れ家的カフェ。店内は綺麗で静か、窓から入る風と光が心地よく、癒しの時間を提供してくれます。季節感あふれるスイーツや本格コーヒー、珍しい純ココアも楽しめる、遠方からも訪れたくなる一軒です！",日本、〒438-0077 静岡県磐田市国府台２６−１７,4.0,39.0,"cafe, store, restaurant, food, point_of_interest, establishment",34.7200759,137.8468451,https://www.google.com/maps/place/?q=place_id:ChIJnVif5SHlGmAReo1d9nWz3ZU
遠江国分寺七重塔モニュメント,"魅力ポイント✨  
・磐田駅北口すぐのアクセス抜群のスポット  
・かつて国分寺に存在した七重塔を再現したモニュメント  
・歴史を感じられる趣深いデザイン  

こんな人におすすめ：  
・歴史や文化に興味がある方  
・磐田観光の記念撮影スポットを探している方  
・散策や駅周辺のちょっとした観光を楽しみたい方  

留意点：  
・モニュメントは屋外にあり、天候に注意",日本、〒438-0078 静岡県磐田市中泉５９２−４,4.5,2.0,"park, point_of_interest, establishment",34.7109264,137.8518138,https://www.google.com/maps/place/?q=place_id:ChIJnbUMb9LlGmARJyRw3STAD8I
御食事処ふくり,"魅力ポイント✨  
・新鮮な刺身や揚げたて天ぷらが楽しめる「ふくり弁当」  
・温かみのある和食屋さんの雰囲気で、清潔感も抜群  
・品数豊富でバランスの良いお手頃ランチ  

こんな人におすすめ：  
・地元の食材を使った料理を味わいたい  
・静かで落ち着いた空間でゆっくり食事したい  

留意点：  
・車通りが少ない場所にあるので駐車場を見落とさないように  

磐田市の隠れ家的な和食店「御食事処ふくり」。特製「ふくり弁当」は刺身、天ぷら、煮物、茶碗蒸しなど品数豊富でどれも美味！心温まる料理と落ち着いた店内で、旅のひと時をゆっくり過ごしてみませんか？",日本、〒438-0835 静岡県磐田市豊田西之島２９１−２,4.2,71.0,"restaurant, food, point_of_interest, establishment",34.7254262,137.8153192,https://www.google.com/maps/place/?q=place_id:ChIJo9W2fsXmGmARHLufIIs6D04
つつじ公園（磐田市）,"魅力ポイント✨  
・四季折々の花々が楽しめる公園（春は桜🌸や藤、夏はツツジ🌺、秋は紅葉🍁）  
・霊犬「悉平太郎」にまつわる歴史が学べるスポット  
・整備された散歩道ときれいなトイレ、鯉が泳ぐ池がある癒しの空間  

こんな人におすすめ：  
・歴史や地元の伝説に興味がある方  
・自然を満喫したい方や犬好きの方  
・見付天神矢奈比賣神社巡りのついでに散策したい方  

留意点：  
・花の見頃をチェックして訪問するとさらに楽しめます",日本、〒438-0086 静岡県磐田市見付1010−２,3.9,630.0,"park, tourist_attraction, point_of_interest, establishment",34.7305629,137.864598,https://www.google.com/maps/place/?q=place_id:ChIJoTJuGEfkGmARU_iiTULJn00
マタイッコタベタイカフェ,"✨魅力ポイント✨  
・和菓子屋ならではの絶品スイーツ！求肥やあんこを使った和風パンケーキは見た目も味も◎  
・季節限定メニューやインスタ投稿での特典も楽しみ！  
・ふわふわパンケーキやボリューム満点のデザートでみんな満足♪  

🎯こんな人におすすめ🎯  
・甘いものが大好きなスイーツ好き  
・和のテイストを楽しみたい方  
・家族や友達とシェアして楽しく食べたい方  

📍ポイント📍  
磐田の人気和菓子店「又一庵」の奥にあるカフェ。デザートはボリュームたっぷりなので、みんなでシェアするのがオススメ！外の大きなきんつばオブジェも必見です♪",日本、〒438-0086 静岡県磐田市見付１７６７−４,3.9,139.0,"cafe, food, point_of_interest, establishment",34.7437534,137.858234,https://www.google.com/maps/place/?q=place_id:ChIJoXBgMJvlGmARMbizTwjqLmU
磐田市豊田ラブリバー公園,"### 磐田市豊田ラブリバー公園の紹介✨

**魅力ポイント✨**  
・広い芝生と整備された散歩コースでのんびりリフレッシュ  
・話題のロボット型遊具で子どもたちも大満足！  
・春には桜、川沿いの堤防で自然を満喫  
・バスケットゴールや池などアクティビティも充実  

**こんな人におすすめ**  
・家族で遊びたい  
・自然の中でゆったり過ごしたい  
・写真映えする風景を探している若者や観光客  

**留意点**  
・駐車場は混みやすいので、早めの来園がおすすめ  

季節ごとに違う魅力を楽しめる、ほのぼのムードいっぱいの公園です！",日本、〒438-0814 静岡県磐田市気子島１５５−１,3.9,136.0,"tourist_attraction, park, point_of_interest, establishment",34.7108574,137.8237565,https://www.google.com/maps/place/?q=place_id:ChIJobvWWY3mGmARUs94ZENnhBg
伽藍堂,"魅力ポイント✨  
・東京の有名店で修行したマスターが淹れる絶品コーヒー  
・ドリップ＆サイフォンで選べる抽出方法  
・デザートも絶品！レモンタルトやスコーンなど安価で楽しめる  

こんな人におすすめ：  
・コーヒーが大好きな人  
・落ち着いたアンティーク調の空間でゆっくり過ごしたい人  

磐田市の隠れ家「伽藍堂」は、黒い建物が目印の癒しのコーヒー店。丁寧に淹れられたコーヒーは香り高く、ポットで提供されるためたっぷり楽しめます。文庫本や漫画も豊富で、のんびり過ごしたい方にぴったり！Googleマップを頼りにぜひ訪れてみてください。",日本、〒438-0808 静岡県磐田市豊田１３０,4.4,30.0,"cafe, store, food, point_of_interest, establishment",34.7419278,137.8365861,https://www.google.com/maps/place/?q=place_id:ChIJp-niJYLnGmAR8xlYVvdwg0s
CaFe OnE,"魅力ポイント✨  
・アンティーク調の落ち着いた店内で非日常感を楽しめる  
・ボリューム満点のランチセット（オムライス＋スープ＋サラダ＋パスタ＋アイス）が人気  
・豊富な種類のケーキとお得なドリンク付きセットが好評  

こんな人におすすめ：  
・ゆっくり静かに過ごしたい人  
・レトロな雰囲気やおしゃれな空間が好きな人  

ポイント💡  
・予約して行くのがおすすめ！  

静岡県磐田市にある「CaFe OnE」は、美味しい料理とアンティークな雰囲気が楽しめる隠れ家的カフェ。観光の合間に立ち寄れば、心も体も満たされますよ！",日本、〒438-0043 静岡県磐田市大原９２,4.5,2.0,"cafe, meal_takeaway, grocery_or_supermarket, store, restaurant, food, point_of_interest, establishment",34.7039467,137.8632616,https://www.google.com/maps/place/?q=place_id:ChIJpWyKQr_lGmARCRMjxTxWpMU
おせんや食堂,"✨魅力ポイント✨  
・漁港近くならではの新鮮な海鮮料理  
・人気の「しらす丼」や「カツオの漬け丼」は絶品！  
・丁寧な魚の処理で臭みがなく、素材の味が引き立つ  
・天ぷらや小鉢が付いたボリューム満点のセット  

🎯こんな人におすすめ🎯  
・本格的な海鮮料理を楽しみたい  
・静岡名物を味わいたい観光客  
・新鮮な魚介類が好き  

📌留意点📌  
・人気店のため事前チェックがおすすめ（生しらすの提供状況など）  
・駐車場は店舗東側が便利  

磐田市で地元の味を堪能するなら「おせんや食堂」へ！",日本、〒437-1202 静岡県磐田市豊浜１０６８−５,4.0,233.0,"restaurant, food, point_of_interest, establishment",34.6740935,137.8988707,https://www.google.com/maps/place/?q=place_id:ChIJqQZbMLnvGmARdV3Ym1-IW5g
アティッチ,"【アティッチ紹介✨】  
磐田市にある隠れ家的な洋菓子店「アティッチ」は、自宅を改装した可愛らしい小さなお店。水曜・土曜のみ営業で、ショーケース越しに美味しい焼き菓子やキッシュを購入できます。看板商品のガトーナンテは、厚めのアイシングとしっとりしたアーモンドケーキが絶品！キッシュや季節限定スイーツも大人気です。隣にはビンテージショップもあり、観光の合間に立ち寄るスポットとしてもおすすめ。現金のみ対応なので事前準備をお忘れなく！  

【こんな人におすすめ🌟】  
・美味しいお菓子をお土産に買いたい  
・地元の小さな店を探訪したい  
・レトロで心温まる雰囲気が好き",日本、〒438-0804 静岡県磐田市加茂１２２３−２,4.7,14.0,"restaurant, food, point_of_interest, establishment",34.7400803,137.821474,https://www.google.com/maps/place/?q=place_id:ChIJqQrB7NvhGmAR3PFcdfXLAcQ
おやつカフェGuug.,"✨魅力ポイント✨  
・外はカリッ、中はふんわりの絶品スコーン  
・国産小麦や発酵バター使用のこだわりの生地  
・季節限定フレーバーや豊富な種類が楽しめる  
・姉妹店のトーストサンド販売日もアリ！  

こんな人におすすめ：  
・スコーン好き＆おやつタイムを満喫したい方  
・地元の隠れた名店を訪れたい観光客  
・お子さまのおやつを探しているご家族  

磐田市の人気スコーン専門店「おやつカフェGuug.」は、甘い香りに包まれる小さなお店。地元で愛される美味しさをぜひ体験してみてください！",日本、〒438-0802 静岡県磐田市東原２９７−２,4.3,74.0,"cafe, food, point_of_interest, establishment",34.7400953,137.8464641,https://www.google.com/maps/place/?q=place_id:ChIJqV7ragPkGmARxMITUDkcOMs
しま崎,"魅力ポイント✨  
・完全予約制の隠れ家感あるお店  
・プリンのようなもちもち食感の絶品卵焼き  
・上品な餡子や豊富なネタが楽しめるコース料理  
・個室でゆっくり食事ができる贅沢空間  

こんな人におすすめ：  
・特別な日や大切な人と静かに過ごしたい方  
・おいしい卵料理や和食が好きな方  

しま崎は、静岡県磐田市にある完全予約制のお店。職人技で丁寧に作られる卵焼きは、プリンのような食感と優しい甘さが魅力で、訪れた人を驚かせます。個室で贅沢なコース料理を楽しめるため、落ち着いて特別な時間を過ごしたい方にぴったりです。",日本、〒438-0084 静岡県磐田市城之崎４丁目９−１３,4.2,39.0,"restaurant, food, point_of_interest, establishment",34.7186724,137.8654166,https://www.google.com/maps/place/?q=place_id:ChIJq_BX3LTlGmARS9cqRGQ6JJY
ラ・ルーチェ,"✨魅力ポイント✨  
・季節感たっぷりのアフタヌーンティーと可愛らしいスイーツ  
・焼きたてパンが食べ放題で、種類豊富！  
・選べるメイン料理がどれも絶品（特にビーフシチューが人気）  
・明るく開放的な店内と親切なスタッフが魅力  

🎉こんな人におすすめ🎉  
・特別な日を素敵に彩りたい方  
・インスタ映えするスイーツや料理が好きな方  
・ゆったりした時間を楽しみたい観光客  

※予約がおすすめ。PayPayも利用可能です！",日本、〒438-0073 静岡県磐田市二之宮東４−５,3.9,150.0,"cafe, restaurant, food, point_of_interest, establishment",34.7148705,137.8576825,https://www.google.com/maps/place/?q=place_id:ChIJq_l2YcvlGmAR793Dy0K2-cY
自家焙煎珈琲豆 鈴家,"魅力ポイント✨  
・ログハウス風の手作り店内でほっこり空間  
・自家焙煎の豊富な珈琲豆＆ハンドドリップの本格コーヒー  
・激安＆絶品のクリームソーダやかき氷  

こんな人におすすめ：  
・リーズナブルで美味しいコーヒーを楽しみたい  
・地元ならではの温かい雰囲気を味わいたい  

静岡県磐田市の住宅地にある「鈴家」は、DIYで作られた小さなログハウス風カフェ。笑顔が素敵なマスターが迎えてくれ、リーズナブルで美味しいコーヒーやかき氷が楽しめます。豆購入で無料ドリンクサービスも！地元の裏メニュー「コーヒーかき氷」も要チェックです。",日本、〒437-1203 静岡県磐田市福田１８１−２,4.7,33.0,"cafe, food, point_of_interest, establishment",34.6808463,137.8840275,https://www.google.com/maps/place/?q=place_id:ChIJrXtdPJ3vGmAReP4cegZpkVI
sweets Gang,"魅力ポイント✨  
・自分好みにトッピングが楽しめるサービスが人気！  
・可愛くてインスタ映えするアイスが充実  
・店員さんが親切でフレンドリーな対応が好評  

こんな人におすすめ：  
・自分だけのオリジナルスイーツを作りたい  
・おしゃれでかわいい写真を撮りたい  
・子どもと一緒に楽しく過ごしたい  

磐田市の「Sweets Gang」は、カラフルで可愛いアイスが話題のスポット🎉！自分好みのトッピングができ、子どもから大人まで楽しめます。店員さんの親切な対応で初めてでも安心。特別な思い出を作りたい方にぴったりです！",日本、〒438-0071 静岡県磐田市今之浦３丁目３−２,3.9,20.0,"food, point_of_interest, store, establishment",34.717697,137.858926,https://www.google.com/maps/place/?q=place_id:ChIJs2grHbzlGmARXzBIOCMUPgw
磐田市竜洋十束公園,"魅力ポイント✨  
・東海道新幹線を間近で見られる絶好のスポット  
・芝生の広場や滑り台、ブランコなどの遊具で子どもも大満足  
・のどかな雰囲気で鳥のさえずりを聞きながらリラックス  

こんな人におすすめ：  
・新幹線が好きな方やお子さん連れの家族  
・広々とした自然の中でのんびり過ごしたい人  

留意点：  
・雨天後は駐車場に水たまりができることがあるので注意  

磐田市竜洋十束公園は、新幹線を眺めながら遊んだり、自然の中でくつろげる穴場スポット。週末は親子連れで賑わいます！",日本、〒438-0207 静岡県磐田市宮本２３３−１,3.6,69.0,"park, tourist_attraction, point_of_interest, establishment",34.7027368,137.8098164,https://www.google.com/maps/place/?q=place_id:ChIJsRsdp_vmGmARgWKwMnOKhvg
素敵な隠れ家 S-cafe,ヤマハスタジアム近くの隠れ家カフェ「S-cafe」は、住宅街の一角にひっそりと佇むおしゃれなスポット。柔らかなお肉とゴロゴロ野菜がたっぷりのビーフシチューや、豆乳オムライスなどヘルシーで満足感たっぷりのランチが自慢。スイーツ好きには豊富なケーキメニューも魅力で、ドリンク付きセットがお得！五穀米や白米が選べる細やかな心遣いも嬉しいポイント。小さな空間ながら居心地抜群で、一人でも気軽に訪れられる温かい雰囲気です。,日本、〒438-0025 静岡県磐田市新貝３丁目11番２２,3.3,50.0,"cafe, food, point_of_interest, establishment",34.7263335,137.885598,https://www.google.com/maps/place/?q=place_id:ChIJsbDQpAHlGmAR7pZR-ObmyjI
ろーど,"魅力ポイント✨  
・車好きのオーナーが営む、アットホームな雰囲気  
・落ち着いて過ごせる、まったり空間  
・お酒を楽しむのにぴったりな隠れ家的スポット  

こんな人におすすめ：  
・のんびりお酒を楽しみたい  
・車好きなオーナーとの会話を楽しみたい  
・アットホームな空間でリラックスしたい  

留意点：  
・地元の人とも交流できるチャンスあり！",日本、〒438-0052 静岡県磐田市下大之郷１８２,4.3,18.0,"cafe, food, point_of_interest, establishment",34.6880009,137.8530339,https://www.google.com/maps/place/?q=place_id:ChIJt0C88-_lGmAR77allNIDLhA
遠江國総社 淡海國玉神社,"✨魅力ポイント✨  
・狛犬の代わりに「うさぎ」が鎮座！可愛らしいフォトスポットとしても人気  
・遠江國（とおとうみのくに）の総社で、磐田市内の神社をまとめてお参りしたことに！  
・県指定文化財の美しい本殿や歴史的な佇まいも魅力  

🎯こんな人におすすめ🎯  
・珍しい神社や動物好きの方  
・歴史や文化に触れたい観光客  
・インスタ映えスポットを探している方  

📍留意点📍  
・旧見付学校の隣でアクセス良好  
・駐車場も利用可能  

家内安全や商売繁盛、縁結びのご利益も期待できるスポットです！",日本、〒438-0086 静岡県磐田市見付２４５２−２,4.1,94.0,"tourist_attraction, place_of_worship, point_of_interest, establishment",34.7277943,137.8571524,https://www.google.com/maps/place/?q=place_id:ChIJu4wnPjvkGmARQstoHBssyco
リジェールリッシュ,"✨魅力ポイント✨  
・芸術的で美しいケーキが勢ぞろい！ムース系が多く、大人向けの甘さ控えめな味わいが魅力  
・焼き菓子も絶品！フィナンシェやパンデピスはしっとり食感と風味豊かで贈り物にもおすすめ  
・オシャレな外観と親切な接客で初めてでも安心  

こんな人におすすめ：  
・見た目も味もこだわりたいケーキ好き  
・おしゃれな空間で素敵なお土産を探している  

留意点：  
・人気店なので早めの来店が◎  
・駐車場は2台分のみ  

静岡県磐田市で特別なスイーツを楽しむなら「リジェールリッシュ」へ！",日本、〒438-0834 静岡県磐田市森下６９,4.3,60.0,"bakery, food, point_of_interest, store, establishment",34.7227789,137.8239117,https://www.google.com/maps/place/?q=place_id:ChIJuQK6JsbnGmARoJYfnnuLEsE
食の畑 KAZU,"**食の畑 KAZU**  
磐田駅前に佇む隠れ家風のダイニングバー「食の畑 KAZU」は、美味しい料理とあたたかいサービスで地元でも大人気！✨アンティーク調の落ち着いた店内では、ボリューム満点の料理や新鮮な食材を使った手作りメニューを楽しめます。特に豚ロースのオーブン焼きやパスタ料理は絶品！🍝オーナーの親切な対応も魅力で、アットホームな雰囲気が心地よいです。友人や家族との食事にぴったり。予約がおすすめです！",日本、〒438-0078 静岡県磐田市中泉２１８８−３,4.2,85.0,"restaurant, point_of_interest, food, establishment",34.7094425,137.8517085,https://www.google.com/maps/place/?q=place_id:ChIJuaGjHtLlGmARrKCylZ9St_A
熊野神社,"✨熊野神社の魅力✨  
静岡県磐田市の熊野神社は、自然豊かな獅子ヶ鼻公園に佇む新しい神社です。岩室廃寺跡など歴史の趣を感じられるスポットに加え、トレッキングコースやアスレチック、見晴らし台からの絶景など、アクティビティも充実！晴れた日には浜松方面まで見渡せる絶好のロケーションで、心癒されるひとときを楽しめます。  

✨こんな人におすすめ✨  
・自然散策や軽い運動を楽しみたい方  
・歴史や絶景スポットが好きな方  
・穴場スポットを探している観光客",日本、〒438-0104 静岡県磐田市岩室２２９,4.0,63.0,"tourist_attraction, park, place_of_worship, point_of_interest, establishment",34.8467822,137.8768482,https://www.google.com/maps/place/?q=place_id:ChIJucMyw5sdG2ARSPHfL0HSBcE
行興寺,"✨魅力ポイント✨  
・樹齢850年の国指定天然記念物「熊野の長藤」  
・紫色の花が織りなす圧巻の藤棚のカーテン  
・歴史を感じる境内と能舞台のある隣接公園  

こんな人におすすめ：  
・歴史や自然が好きな人  
・写真映えするスポットを探している人  

行興寺は、平安時代の熊野御前が手植えしたと伝わる「熊野の長藤」で知られる名所。4月中旬～下旬には境内が甘い藤の香りに包まれ、訪れる人を魅了します。北隣の磐田市西法寺公園にも藤棚が広がり、散策も楽しめますよ！駐車場も河川敷に臨時設置されるため安心です。",日本、〒438-0805 静岡県磐田市池田３３０,4.1,247.0,"tourist_attraction, place_of_worship, point_of_interest, establishment",34.7374109,137.8149892,https://www.google.com/maps/place/?q=place_id:ChIJuw6jWjLhGmAR_XhU1Y5TNpU
集会所 山鉄,"✨魅力ポイント✨  
・驚きのコスパ！おまかせ定食600円やカニ丼茶碗蒸し付1000円が人気  
・新鮮な刺身やボリューム満点の料理が楽しめる  
・夜は馬刺しや牡蠣フライなどお酒に合う一品も充実  

🚶‍♂️こんな人におすすめ🚶‍♀️  
・地元の名店でリーズナブルに美味しいものを味わいたい  
・隠れ家的な雰囲気が好き  

📍静岡県磐田市の住宅街に佇む「集会所 山鉄」。ランチも夜も地元常連さんに愛される名店で、観光の合間に立ち寄るのもおすすめです！",日本、〒438-0811 静岡県磐田市一言３２５７,4.4,182.0,"bar, restaurant, point_of_interest, food, establishment",34.7293364,137.8420267,https://www.google.com/maps/place/?q=place_id:ChIJuxLebaDmGmARZgk1CPpYxX0
気まぐれのぷりん販売所（Snowflake）,レビュー内容が提供されていないため、具体的な紹介文を作成することができません。レビュー内容を教えていただければ、それをもとに魅力的な説明文を作成しますので、お気軽にお知らせください！,日本、〒438-0833 静岡県磐田市弥藤太島,5.0,2.0,"restaurant, food, point_of_interest, establishment",34.72750449999999,137.8247636,https://www.google.com/maps/place/?q=place_id:ChIJv68Ld1bnGmARS_iVZB3a2bk
佐和,"【佐和：磐田市が誇る絶品うどん店🍜】

魅力ポイント✨  
・ツルツルモチモチ食感のうどん＆風味豊かな出汁が自慢  
・選べるタルタルや旨辛だれで味わうボリューム満点のとり天ミニ丼  
・開店前から行列ができるほどの人気店！  

こんな人におすすめ：  
・地元の味を楽しみたい観光客  
・出汁の効いた本格うどんが好きな方  
・リーズナブルで大満足のランチを探している方  

磐田市観光の合間にぜひ立ち寄りたい、心もお腹も満たされる一軒です！",日本、〒438-0126 静岡県磐田市下神増１１３１−１,4.3,455.0,"restaurant, food, point_of_interest, establishment",34.8079865,137.8336321,https://www.google.com/maps/place/?q=place_id:ChIJvdrv3fvhGmARaHU28txS01o
